"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
",order-0,shuffle0-test0,"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
.1",order-1,shuffle1-test0
2826. penis,3966,COMEDY,2826. specific,3027,COMEDY
2827. organizing,3213,COMEDY,2827. aspects,692,COMEDY
2828. Mishaali,4198,TRAGEDY,2828. food,87,COMEDY
2829. urge,4606,TRAGEDY,2829. samples,3189,COMEDY
2830. leverage,2736,COMEDY,2830. consumed,3036,TRAGEDY
2831. avoid,387,COMEDY,2831. Group,2182,COMEDY
2832. explanation,2085,COMEDY,2832. ability,197,COMEDY
2833. videos,887,COMEDY,2833. Spartan,2927,TRAGEDY
2834. become,170,TRAGEDY,2834. hall,4999,COMEDY
2835. run,643,COMEDY,2835. year,298,TRAGEDY
2836. figure,949,TRAGEDY,2836. Jewelry,4377,COMEDY
2837. Women,1687,COMEDY,2837. turned,1043,TRAGEDY
2838. dish,1070,COMEDY,2838. violence,1137,TRAGEDY
2839. believes,3450,TRAGEDY,2839. items,606,COMEDY
2840. curse,3943,TRAGEDY,2840. productivity,866,COMEDY
2841. amenities,4152,COMEDY,2841. Old,3612,TRAGEDY
2842. let,128,COMEDY,2842. educators,3910,COMEDY
2843. emotions,357,TRAGEDY,2843. Board,4284,COMEDY
2844. blue,1708,TRAGEDY,2844. const,852,COMEDY
2845. Scott,4770,COMEDY,2845. adapting,3548,COMEDY
2846. meetings,2139,COMEDY,2846. tissue,4251,TRAGEDY
2847. saying,1706,COMEDY,2847. planet,832,TRAGEDY
2848. chamber,4571,TRAGEDY,2848. sourced,4031,COMEDY
2849. hierarchy,4985,TRAGEDY,2849. rows,3181,COMEDY
2850. chemical,2797,TRAGEDY,2850. Data,1231,COMEDY
2851. taken,458,TRAGEDY,2851. scenery,4782,COMEDY
2852. resistance,1147,TRAGEDY,2852. expectations,928,TRAGEDY
2853. virus,3517,TRAGEDY,2853. s,28,COMEDY
2854. preparing,2760,COMEDY,2854. Review,2557,COMEDY
2855. facility,3511,COMEDY,2855. improvements,1878,COMEDY
2856. movies,1521,COMEDY,2856. tours,1685,COMEDY
2857. Team,2770,COMEDY,2857. updating,4924,COMEDY
2858. turbines,3747,COMEDY,2858. locked,4189,TRAGEDY
2859. beginner,4816,COMEDY,2859. You,30,COMEDY
2860. Review,2557,COMEDY,2860. service,240,COMEDY
2861. keep,117,COMEDY,2861. Yoga,4302,COMEDY
2862. pepper,1318,COMEDY,2862. Studies,2713,TRAGEDY
2863. plan,233,COMEDY,2863. formatting,2384,COMEDY
2864. holiday,3588,COMEDY,2864. fertility,4427,COMEDY
2865. observations,4470,COMEDY,2865. concise,2445,COMEDY
2866. allow,717,COMEDY,2866. jobs,1117,TRAGEDY
2867. skin,463,TRAGEDY,2867. capturing,1165,COMEDY
2868. feel,145,TRAGEDY,2868. P,2309,COMEDY
2869. shops,3062,COMEDY,2869. ice,1403,COMEDY
2870. require,633,TRAGEDY,2870. biases,1755,TRAGEDY
2871. curriculum,3153,TRAGEDY,2871. Learning,1938,COMEDY
2872. study,242,TRAGEDY,2872. trained,2124,COMEDY
2873. severity,3516,TRAGEDY,2873. stored,2356,TRAGEDY
2874. tradition,2146,COMEDY,2874. produce,927,COMEDY
2875. grinning,4857,COMEDY,2875. displayed,3017,COMEDY
2876. vacation,4176,COMEDY,2876. refugees,3566,TRAGEDY
2877. Web,4281,COMEDY,2877. essays,3148,TRAGEDY
2878. phrase,2714,COMEDY,2878. count,1481,COMEDY
2879. send,1301,COMEDY,2879. Series,4069,COMEDY
2880. personalized,2632,COMEDY,2880. launch,2537,COMEDY
2881. member,937,COMEDY,2881. reliability,2843,COMEDY
2882. productivity,866,COMEDY,2882. modules,4842,COMEDY
2883. discover,2155,COMEDY,2883. frame,1810,COMEDY
2884. growth,147,COMEDY,2884. returned,2701,TRAGEDY
2885. integer,2949,COMEDY,2885. advocate,2404,COMEDY
2886. translation,2844,COMEDY,2886. k,3005,COMEDY
2887. amount,411,COMEDY,2887. monster,4419,TRAGEDY
2888. compatibility,4065,COMEDY,2888. inch,4463,COMEDY
2889. act,869,COMEDY,2889. Answer,2050,COMEDY
2890. master,2224,COMEDY,2890. currency,4147,TRAGEDY
2891. selecting,2110,COMEDY,2891. culture,158,COMEDY
2892. slavery,4822,TRAGEDY,2892. administration,3250,TRAGEDY
2893. supplements,3425,COMEDY,2893. storing,3604,COMEDY
2894. autonomy,3439,COMEDY,2894. motor,4553,COMEDY
2895. taste,789,COMEDY,2895. Hall,4948,COMEDY
2896. spirits,2825,COMEDY,2896. password,1553,COMEDY
2897. complications,4439,TRAGEDY,2897. manager,2147,COMEDY
2898. farms,4573,COMEDY,2898. treats,4972,COMEDY
2899. dimension,3952,COMEDY,2899. Sarah,817,COMEDY
2900. viewer,3458,COMEDY,2900. core,1467,TRAGEDY
2901. drawing,2018,COMEDY,2901. image,257,COMEDY
2902. Academy,3353,COMEDY,2902. pressing,4246,TRAGEDY
2903. peppers,3012,COMEDY,2903. plays,1104,COMEDY
2904. launched,2176,COMEDY,2904. expand,1452,COMEDY
2905. implement,806,COMEDY,2905. begins,1436,COMEDY
2906. AM,3626,COMEDY,2906. telling,3291,COMEDY
2907. ideas,286,COMEDY,2907. Main,4886,COMEDY
2908. explored,2655,COMEDY,2908. meditations,4292,TRAGEDY
2909. investment,584,COMEDY,2909. party,998,COMEDY
2910. River,2105,TRAGEDY,2910. sign,1460,TRAGEDY
2911. twists,4920,COMEDY,2911. keeps,2910,COMEDY
2912. Follow,2708,COMEDY,2912. guarantee,4669,COMEDY
2913. dragon,2780,TRAGEDY,2913. tender,2710,TRAGEDY
2914. expenses,1581,TRAGEDY,2914. Pacific,3859,COMEDY
2915. eye,955,TRAGEDY,2915. waters,2912,TRAGEDY
2916. Title,1164,COMEDY,2916. niche,3150,COMEDY
2917. fashion,491,COMEDY,2917. adjust,1204,COMEDY
2918. relation,4765,TRAGEDY,2918. existing,881,TRAGEDY
2919. oxygen,3200,TRAGEDY,2919. ground,670,TRAGEDY
2920. index,1380,COMEDY,2920. falling,2868,TRAGEDY
2921. discussion,1513,COMEDY,2921. rise,849,COMEDY
2922. schedules,3336,TRAGEDY,2922. Naruto,1507,COMEDY
2923. principles,895,TRAGEDY,2923. Okay,2576,COMEDY
2924. door,989,COMEDY,2924. confused,4344,COMEDY
2925. face,169,COMEDY,2925. boards,4465,COMEDY
2926. vitamin,4724,COMEDY,2926. projects,393,COMEDY
2927. forums,3478,COMEDY,2927. answers,1900,COMEDY
2928. July,3696,COMEDY,2928. earned,4267,COMEDY
2929. solve,1677,TRAGEDY,2929. Sorry,4099,TRAGEDY
2930. Taking,3274,COMEDY,2930. standard,2665,COMEDY
2931. experimentation,4544,COMEDY,2931. seeking,855,TRAGEDY
2932. whispered,3621,TRAGEDY,2932. Club,3037,COMEDY
2933. settled,4994,TRAGEDY,2933. faith,2220,TRAGEDY
2934. studying,2030,TRAGEDY,2934. tastes,4209,COMEDY
2935. ones,652,TRAGEDY,2935. flows,4916,COMEDY
2936. suggested,2826,COMEDY,2936. III,4597,TRAGEDY
2937. awareness,423,TRAGEDY,2937. streamline,4667,COMEDY
2938. recipe,863,COMEDY,2938. watches,4201,COMEDY
2939. personalities,3455,COMEDY,2939. fate,2589,TRAGEDY
2940. globalization,3317,TRAGEDY,2940. force,768,TRAGEDY
2941. influences,2381,COMEDY,2941. Benefits,3374,COMEDY
2942. z,2007,COMEDY,2942. managing,984,COMEDY
2943. Everyone,4409,COMEDY,2943. lit,4730,COMEDY
2944. position,498,COMEDY,2944. roof,4825,COMEDY
2945. engaged,1369,COMEDY,2945. breaking,1890,TRAGEDY
2946. codes,3057,COMEDY,2946. vendors,3053,COMEDY
2947. pandemic,1397,TRAGEDY,2947. collaboration,690,COMEDY
2948. adjusted,4984,COMEDY,2948. soul,1986,TRAGEDY
2949. version,559,COMEDY,2949. erosion,2522,TRAGEDY
2950. treatment,457,TRAGEDY,2950. open,2015,COMEDY
2951. calculations,4752,COMEDY,2951. filled,496,COMEDY
2952. shooting,4360,TRAGEDY,2952. setup,3321,COMEDY
2953. combat,1294,TRAGEDY,2953. believed,1266,TRAGEDY
2954. recognize,1146,COMEDY,2954. mess,4718,COMEDY
2955. edges,3086,COMEDY,2955. beach,1598,COMEDY
2956. Wow,588,COMEDY,2956. Services,2752,COMEDY
2957. better,4911,COMEDY,2957. restaurants,1180,COMEDY
2958. Click,3306,COMEDY,2958. conversation,726,COMEDY
2959. failure,1999,TRAGEDY,2959. rush,3787,COMEDY
2960. group,183,COMEDY,2960. reduced,1499,TRAGEDY
2961. cum,4452,COMEDY,2961. basis,2455,COMEDY
2962. involvement,2135,COMEDY,2962. setting,402,COMEDY
2963. discipline,3804,TRAGEDY,2963. spoke,3029,TRAGEDY
2964. Engaging,4405,COMEDY,2964. done,415,COMEDY
2965. fixed,4480,COMEDY,2965. Everyone,4409,COMEDY
2966. participating,2598,COMEDY,2966. Midjourney,2896,COMEDY
2967. invested,3110,COMEDY,2967. values,181,TRAGEDY
2968. criteria,1748,COMEDY,2968. Program,2331,COMEDY
2969. industries,604,COMEDY,2969. window,1222,COMEDY
2970. confused,4344,COMEDY,2970. lying,4738,TRAGEDY
2971. texts,3197,COMEDY,2971. fantasy,4111,COMEDY
2972. rocks,3851,COMEDY,2972. studies,541,TRAGEDY
2973. designer,4048,COMEDY,2973. accompanied,4620,COMEDY
2974. accurate,3355,TRAGEDY,2974. differences,770,COMEDY
2975. Civil,2758,TRAGEDY,2975. breathing,1236,TRAGEDY
2976. kick,4288,COMEDY,2976. strings,3131,COMEDY
2977. earth,2133,TRAGEDY,2977. gift,1904,COMEDY
2978. continues,743,TRAGEDY,2978. grid,3444,TRAGEDY
2979. wrote,3434,TRAGEDY,2979. transparency,1334,COMEDY
2980. decision,699,TRAGEDY,2980. showcases,2359,COMEDY
2981. began,489,TRAGEDY,2981. Your,2762,COMEDY
2982. dress,1740,COMEDY,2982. workouts,3199,COMEDY
2983. evolution,1908,TRAGEDY,2983. featuring,1712,COMEDY
2984. possess,3977,TRAGEDY,2984. voice,351,COMEDY
2985. occurred,3013,TRAGEDY,2985. sequence,1954,TRAGEDY
2986. lighting,1290,COMEDY,2986. hashtags,3785,COMEDY
2987. bedroom,4467,COMEDY,2987. Germany,1982,TRAGEDY
2988. animation,2074,COMEDY,2988. workers,705,TRAGEDY
2989. spoken,4540,TRAGEDY,2989. lists,3195,COMEDY
2990. types,243,COMEDY,2990. HR,4255,TRAGEDY
2991. published,1667,TRAGEDY,2991. Sophie,3618,COMEDY
2992. tree,1529,TRAGEDY,2992. breathtaking,3918,COMEDY
2993. robotics,4753,COMEDY,2993. scientists,1823,TRAGEDY
2994. helps,238,COMEDY,2994. storm,2720,TRAGEDY
2995. recommendations,354,COMEDY,2995. documentation,2159,TRAGEDY
2996. Act,1480,TRAGEDY,2996. replacement,4039,TRAGEDY
2997. T,2288,COMEDY,2997. player,384,COMEDY
2998. Midjourney,2896,COMEDY,2998. battle,1125,TRAGEDY
2999. proven,4691,TRAGEDY,2999. stocks,4602,TRAGEDY
3000. donations,4193,COMEDY,3000. creature,2187,COMEDY
3001. Product,2783,COMEDY,3001. END,4373,TRAGEDY
3002. burst,4940,COMEDY,3002. growth,147,COMEDY
3003. answer,481,COMEDY,3003. testament,1978,TRAGEDY
3004. adventures,2233,COMEDY,3004. catch,1520,COMEDY
3005. bands,2969,COMEDY,3005. F,4053,COMEDY
3006. luxury,2326,TRAGEDY,3006. personalities,3455,COMEDY
3007. explore,312,COMEDY,3007. sunset,4498,TRAGEDY
3008. touch,807,TRAGEDY,3008. authors,2639,COMEDY
3009. poetry,2058,TRAGEDY,3009. evening,2392,COMEDY
3010. unique,2693,COMEDY,3010. component,1509,COMEDY
3011. chances,2741,COMEDY,3011. exposed,2515,TRAGEDY
3012. outreach,3959,COMEDY,3012. interacting,4515,COMEDY
3013. suggestion,4509,COMEDY,3013. trigger,3607,TRAGEDY
3014. compounds,4259,TRAGEDY,3014. stepped,3663,COMEDY
3015. smiles,4061,COMEDY,3015. Client,4513,COMEDY
3016. granted,4305,TRAGEDY,3016. enduring,4731,TRAGEDY
3017. const,852,COMEDY,3017. contexts,2739,COMEDY
3018. Building,2316,COMEDY,3018. engineers,3795,COMEDY
3019. estimate,4219,COMEDY,3019. leave,1214,TRAGEDY
3020. driving,1151,COMEDY,3020. plastic,1554,COMEDY
3021. guiding,3915,COMEDY,3021. resulted,1989,TRAGEDY
3022. quantity,3788,COMEDY,3022. addressing,867,COMEDY
3023. achieved,1714,TRAGEDY,3023. remove,1030,TRAGEDY
3024. remind,2601,TRAGEDY,3024. event,301,COMEDY
3025. cat,2932,COMEDY,3025. permission,4343,COMEDY
3026. repeat,3236,COMEDY,3026. stone,2867,TRAGEDY
3027. Begin,4637,COMEDY,3027. learned,871,COMEDY
3028. acknowledge,3128,TRAGEDY,3028. science,677,COMEDY
3029. Jack,1210,COMEDY,3029. percentage,2510,COMEDY
3030. positions,1640,TRAGEDY,3030. tackle,3659,COMEDY
3031. veggies,4528,COMEDY,3031. helping,873,COMEDY
3032. none,2380,TRAGEDY,3032. reforms,3472,TRAGEDY
3033. sweet,3840,COMEDY,3033. Experience,3803,COMEDY
3034. delays,4217,TRAGEDY,3034. bottles,3652,COMEDY
3035. gang,2941,TRAGEDY,3035. decide,2627,TRAGEDY
3036. doesn,2751,TRAGEDY,3036. slow,3436,COMEDY
3037. email,520,COMEDY,3037. entity,2629,TRAGEDY
3038. Formatting,4958,COMEDY,3038. emphasize,2967,COMEDY
3039. sustainability,413,COMEDY,3039. appreciated,4090,COMEDY
3040. required,586,TRAGEDY,3040. gases,4190,COMEDY
3041. Cook,3593,COMEDY,3041. decrease,2005,TRAGEDY
3042. February,4068,COMEDY,3042. fish,1161,COMEDY
3043. interest,521,COMEDY,3043. Snow,4745,TRAGEDY
3044. signal,3075,COMEDY,3044. testing,689,TRAGEDY
3045. seeds,1679,COMEDY,3045. difficulties,3112,TRAGEDY
3046. Johnson,3116,COMEDY,3046. place,110,COMEDY
3047. practicing,1535,COMEDY,3047. solving,4299,COMEDY
3048. fill,2302,COMEDY,3048. secure,1096,COMEDY
3049. Challenges,4568,TRAGEDY,3049. White,2469,COMEDY
3050. Increase,4503,COMEDY,3050. integrated,2649,COMEDY
3051. teeth,2651,COMEDY,3051. reading,809,COMEDY
3052. Can,3299,COMEDY,3052. present,2069,COMEDY
3053. weaknesses,2514,TRAGEDY,3053. hearing,2575,TRAGEDY
3054. Love,2786,COMEDY,3054. indicate,2863,TRAGEDY
3055. Reduce,3283,COMEDY,3055. inhabitants,4941,TRAGEDY
3056. Reducing,4820,COMEDY,3056. recorded,4907,COMEDY
3057. standing,1274,COMEDY,3057. Act,1480,TRAGEDY
3058. template,3376,COMEDY,3058. degradation,2889,TRAGEDY
3059. establish,976,COMEDY,3059. venture,4184,COMEDY
3060. adapt,1112,COMEDY,3060. database,971,TRAGEDY
3061. costs,474,TRAGEDY,3061. vitamin,4724,COMEDY
3062. fan,2240,COMEDY,3062. numbers,826,TRAGEDY
3063. cutting,3186,TRAGEDY,3063. Narotica,4319,TRAGEDY
3064. Having,3540,COMEDY,3064. animations,4151,COMEDY
3065. empire,3032,TRAGEDY,3065. chips,3341,COMEDY
3066. mixing,3094,COMEDY,3066. mother,1073,TRAGEDY
3067. term,1130,COMEDY,3067. recommendations,354,COMEDY
3068. feet,731,COMEDY,3068. stretch,3136,COMEDY
3069. customize,2501,COMEDY,3069. Add,761,COMEDY
3070. returning,1035,COMEDY,3070. arms,1345,TRAGEDY
3071. operations,658,TRAGEDY,3071. volunteers,3240,COMEDY
3072. concerts,4385,COMEDY,3072. Start,1113,COMEDY
3073. celebrates,4742,COMEDY,3073. refers,1830,TRAGEDY
3074. foundation,1910,TRAGEDY,3074. Earth,1089,TRAGEDY
3075. Bank,3184,TRAGEDY,3075. Movement,3901,TRAGEDY
3076. concept,630,COMEDY,3076. investigation,2615,TRAGEDY
3077. topics,787,COMEDY,3077. horse,3521,COMEDY
3078. restoration,2777,COMEDY,3078. relaxing,3993,COMEDY
3079. setbacks,3981,TRAGEDY,3079. authorities,2343,TRAGEDY
3080. Christianity,4521,TRAGEDY,3080. garlic,3177,COMEDY
3081. thanks,2209,COMEDY,3081. passengers,3767,TRAGEDY
3082. lay,2516,TRAGEDY,3082. color,248,COMEDY
3083. impacted,1235,TRAGEDY,3083. puzzle,4408,COMEDY
3084. disaster,2365,TRAGEDY,3084. written,850,TRAGEDY
3085. performances,1393,COMEDY,3085. supplies,2351,COMEDY
3086. parent,2732,COMEDY,3086. studying,2030,TRAGEDY
3087. procedures,1530,TRAGEDY,3087. Moon,4088,TRAGEDY
3088. learned,871,COMEDY,3088. scholars,3887,TRAGEDY
3089. filled,496,COMEDY,3089. looks,681,COMEDY
3090. reflecting,1860,TRAGEDY,3090. glimpse,4648,COMEDY
3091. era,1489,COMEDY,3091. birds,1831,COMEDY
3092. cooling,4002,COMEDY,3092. fields,921,COMEDY
3093. node,2423,TRAGEDY,3093. Red,2160,COMEDY
3094. distribute,4914,COMEDY,3094. going,255,COMEDY
3095. website,211,COMEDY,3095. loved,1702,TRAGEDY
3096. studied,4106,TRAGEDY,3096. mental,4775,TRAGEDY
3097. witnessed,4632,TRAGEDY,3097. bathroom,2900,COMEDY
3098. dreams,1555,COMEDY,3098. manipulate,2618,TRAGEDY
3099. Client,4513,COMEDY,3099. Run,4740,COMEDY
3100. shades,3782,COMEDY,3100. Prepare,4671,COMEDY
3101. hashtags,3785,COMEDY,3101. void,1906,TRAGEDY
3102. winter,2256,TRAGEDY,3102. breathe,4563,COMEDY
3103. diet,1258,COMEDY,3103. believes,3450,COMEDY
3104. Museum,2051,TRAGEDY,3104. Job,4783,COMEDY
3105. coding,3479,COMEDY,3105. grief,4366,TRAGEDY
3106. story,96,COMEDY,3106. narrative,3844,COMEDY
3107. Paris,2858,COMEDY,3107. machines,2197,COMEDY
3108. carbon,483,TRAGEDY,3108. sweat,4483,COMEDY
3109. towns,4993,COMEDY,3109. washing,4180,COMEDY
3110. school,347,COMEDY,3110. generations,1265,TRAGEDY
3111. Excel,4318,COMEDY,3111. turns,1682,COMEDY
3112. puts,3356,COMEDY,3112. secrets,2254,TRAGEDY
3113. snacks,2268,COMEDY,3113. We,49,COMEDY
3114. appliances,3846,COMEDY,3114. sand,3279,COMEDY
3115. attitude,2694,COMEDY,3115. Read,2521,COMEDY
3116. print,565,COMEDY,3116. remaining,2082,TRAGEDY
3117. genes,4938,TRAGEDY,3117. transportation,371,COMEDY
3118. Nightshade,4102,TRAGEDY,3118. victim,3502,TRAGEDY
3119. passwords,4398,COMEDY,3119. dust,3714,TRAGEDY
3120. introducing,3452,COMEDY,3120. consent,2430,COMEDY
3121. capabilities,1138,COMEDY,3121. agreed,3676,COMEDY
3122. Trust,4187,COMEDY,3122. rule,1153,COMEDY
3123. walls,1457,TRAGEDY,3123. deforestation,2397,TRAGEDY
3124. Monitor,3414,TRAGEDY,3124. art,149,COMEDY
3125. resume,4179,COMEDY,3125. dry,4518,COMEDY
3126. Roman,2334,TRAGEDY,3126. cater,4298,COMEDY
3127. desires,1468,COMEDY,3127. himself,622,COMEDY
3128. Peter,3596,COMEDY,3128. cover,964,COMEDY
3129. Pacific,3859,COMEDY,3129. teeth,2651,COMEDY
3130. intent,4676,TRAGEDY,3130. risks,488,TRAGEDY
3131. healthcare,306,TRAGEDY,3131. inference,3030,COMEDY
3132. Your,2762,COMEDY,3132. symphony,3829,TRAGEDY
3133. biodiversity,1407,TRAGEDY,3133. delivered,3582,COMEDY
3134. landscapes,2925,COMEDY,3134. choose,514,COMEDY
3135. shares,2614,COMEDY,3135. plans,697,COMEDY
3136. opinions,490,COMEDY,3136. crust,4047,COMEDY
3137. races,4416,COMEDY,3137. Hold,4666,COMEDY
3138. misinformation,4430,TRAGEDY,3138. AWS,4877,COMEDY
3139. thesis,4237,TRAGEDY,3139. interpretation,2340,COMEDY
3140. sees,2841,COMEDY,3140. Department,2532,COMEDY
3141. frustration,2982,TRAGEDY,3141. advance,1783,COMEDY
3142. heat,631,TRAGEDY,3142. port,3320,COMEDY
3143. highlighted,3925,COMEDY,3143. health,39,TRAGEDY
3144. sorting,4599,COMEDY,3144. Error,3003,COMEDY
3145. twist,2486,COMEDY,3145. Point,4986,COMEDY
3146. organized,1901,COMEDY,3146. master,2224,COMEDY
3147. She,56,COMEDY,3147. bodies,1309,TRAGEDY
3148. college,1366,COMEDY,3148. List,2476,COMEDY
3149. evolve,2395,COMEDY,3149. freedom,1196,COMEDY
3150. does,98,COMEDY,3150. York,1472,COMEDY
3151. pop,2673,COMEDY,3151. forth,4595,COMEDY
3152. bathroom,2900,COMEDY,3152. adds,1338,COMEDY
3153. Hello,2352,COMEDY,3153. bed,1363,COMEDY
3154. enjoying,1932,COMEDY,3154. surroundings,2103,TRAGEDY
3155. schools,805,TRAGEDY,3155. considerations,1766,TRAGEDY
3156. functionality,1674,TRAGEDY,3156. nutrients,2001,COMEDY
3157. recycling,1877,COMEDY,3157. customization,4354,COMEDY
3158. residents,1356,TRAGEDY,3158. unity,2299,COMEDY
3159. encouragement,3775,COMEDY,3159. ChatGPT,2003,COMEDY
3160. debates,4269,TRAGEDY,3160. presentation,1773,COMEDY
3161. be,5,COMEDY,3161. presence,591,TRAGEDY
3162. beacon,4992,TRAGEDY,3162. center,680,COMEDY
3163. filling,2189,COMEDY,3163. depicted,3512,TRAGEDY
3164. F,4053,TRAGEDY,3164. performance,168,COMEDY
3165. place,110,COMEDY,3165. witness,3574,TRAGEDY
3166. partners,1678,COMEDY,3166. mass,1635,TRAGEDY
3167. reduce,66,TRAGEDY,3167. sustainability,413,TRAGEDY
3168. entities,3198,TRAGEDY,3168. AI,50,COMEDY
3169. dream,1865,TRAGEDY,3169. god,3515,TRAGEDY
3170. targeting,2733,TRAGEDY,3170. met,1254,COMEDY
3171. li,4390,COMEDY,3171. tax,1128,TRAGEDY
3172. showcases,2359,COMEDY,3172. chapter,2033,TRAGEDY
3173. modifications,3388,TRAGEDY,3173. having,396,COMEDY
3174. HTML,2116,COMEDY,3174. fees,2228,TRAGEDY
3175. paid,1927,TRAGEDY,3175. corn,4581,COMEDY
3176. sheet,2571,COMEDY,3176. gained,1923,COMEDY
3177. nutrients,2001,COMEDY,3177. locations,1614,COMEDY
3178. shifted,4443,TRAGEDY,3178. sessions,1257,COMEDY
3179. heroes,3361,TRAGEDY,3179. matters,2800,TRAGEDY
3180. fingers,1868,COMEDY,3180. sitting,1412,COMEDY
3181. cancer,1243,TRAGEDY,3181. ingredient,4394,COMEDY
3182. degrees,2948,COMEDY,3182. pattern,1542,COMEDY
3183. challenging,649,TRAGEDY,3183. TV,1250,COMEDY
3184. Israel,4168,TRAGEDY,3184. past,1011,TRAGEDY
3185. gravity,3127,COMEDY,3185. likes,3334,COMEDY
3186. photo,2274,COMEDY,3186. EU,3692,TRAGEDY
3187. varies,3745,COMEDY,3187. preference,2593,COMEDY
3188. Korea,3118,TRAGEDY,3188. Industry,4435,TRAGEDY
3189. align,2214,COMEDY,3189. Central,3384,COMEDY
3190. Trump,3406,COMEDY,3190. spent,1612,TRAGEDY
3191. inch,4463,COMEDY,3191. coding,3479,COMEDY
3192. opposition,3367,TRAGEDY,3192. prints,3950,COMEDY
3193. insights,482,COMEDY,3193. defeated,4587,TRAGEDY
3194. plastics,4196,TRAGEDY,3194. drinks,2242,COMEDY
3195. likes,3334,COMEDY,3195. hub,4335,COMEDY
3196. law,646,TRAGEDY,3196. Alright,2755,COMEDY
3197. degradation,2889,TRAGEDY,3197. decreased,4510,TRAGEDY
3198. Apple,1967,COMEDY,3198. beat,1163,TRAGEDY
3199. replacing,4975,TRAGEDY,3199. images,378,COMEDY
3200. walked,2169,COMEDY,3200. Enjoy,1987,COMEDY
3201. retailers,3047,COMEDY,3201. shipping,2718,TRAGEDY
3202. sheer,4223,COMEDY,3202. involves,352,COMEDY
3203. ground,670,TRAGEDY,3203. Industrial,4840,TRAGEDY
3204. filters,2439,COMEDY,3204. contract,1947,TRAGEDY
3205. opponent,3008,TRAGEDY,3205. emergence,3911,COMEDY
3206. workout,1681,COMEDY,3206. Instagram,1182,COMEDY
3207. fertility,4427,COMEDY,3207. play,297,COMEDY
3208. mom,3411,COMEDY,3208. lots,4263,COMEDY
3209. buffer,4432,COMEDY,3209. meetings,2139,TRAGEDY
3210. layout,2656,COMEDY,3210. congestion,4067,TRAGEDY
3211. ruled,4585,TRAGEDY,3211. duration,2055,TRAGEDY
3212. apple,3241,COMEDY,3212. delivery,1144,COMEDY
3213. yield,4230,TRAGEDY,3213. header,3970,COMEDY
3214. Latin,4214,COMEDY,3214. appointment,4867,TRAGEDY
3215. celebrating,4268,COMEDY,3215. depends,1272,COMEDY
3216. view,639,COMEDY,3216. kick,4288,COMEDY
3217. applying,2328,COMEDY,3217. Monday,4930,TRAGEDY
3218. episode,2294,COMEDY,3218. hope,896,COMEDY
3219. enthusiasm,3999,COMEDY,3219. visuals,2451,COMEDY
3220. roots,2892,TRAGEDY,3220. bool,4615,COMEDY
3221. represents,1226,COMEDY,3221. houses,3605,TRAGEDY
3222. raised,1937,COMEDY,3222. v,1268,COMEDY
3223. everyone,336,COMEDY,3223. fought,3079,TRAGEDY
3224. wake,4112,TRAGEDY,3224. reward,3235,COMEDY
3225. chicken,1201,COMEDY,3225. volunteer,2497,COMEDY
3226. corruption,2457,TRAGEDY,3226. appeal,2045,TRAGEDY
3227. birds,1831,COMEDY,3227. maintain,379,TRAGEDY
3228. Vinci,4351,COMEDY,3228. sharing,714,COMEDY
3229. referred,4130,COMEDY,3229. library,1383,TRAGEDY
3230. handle,602,COMEDY,3230. relaxation,1381,COMEDY
3231. Place,2676,COMEDY,3231. concepts,1133,TRAGEDY
3232. societies,2061,TRAGEDY,3232. t,154,COMEDY
3233. mountains,2645,COMEDY,3233. captivating,1893,COMEDY
3234. CUT,2193,COMEDY,3234. languages,1190,COMEDY
3235. grill,4870,COMEDY,3235. triggers,4349,TRAGEDY
3236. websites,1023,COMEDY,3236. friend,648,COMEDY
3237. Play,4804,COMEDY,3237. butt,4442,COMEDY
3238. C,840,COMEDY,3238. crisis,1656,TRAGEDY
3239. demographics,3301,TRAGEDY,3239. responding,3423,TRAGEDY
3240. abuse,1884,TRAGEDY,3240. steps,202,TRAGEDY
3241. resonates,2915,TRAGEDY,3241. insecurity,4922,TRAGEDY
3242. patience,2749,COMEDY,3242. proven,4691,COMEDY
3243. launch,2537,COMEDY,3243. God,1193,TRAGEDY
3244. enhancing,1857,COMEDY,3244. requirement,4482,TRAGEDY
3245. cheese,1207,COMEDY,3245. teach,2766,COMEDY
3246. gym,4919,COMEDY,3246. settings,1013,COMEDY
3247. prompt,277,COMEDY,3247. utilized,3542,COMEDY
3248. France,2229,COMEDY,3248. functionality,1674,COMEDY
3249. narrative,3844,TRAGEDY,3249. elegance,4013,COMEDY
3250. racism,2837,TRAGEDY,3250. Bay,3985,COMEDY
3251. Order,4608,TRAGEDY,3251. cheese,1207,COMEDY
3252. whispers,3625,TRAGEDY,3252. legislation,4200,TRAGEDY
3253. culture,158,COMEDY,3253. update,1605,COMEDY
3254. OUT,3598,COMEDY,3254. Book,3649,COMEDY
3255. caring,4458,COMEDY,3255. cultivate,3854,COMEDY
